dptmt.0.001*codeinseecommune superficie(hectare) x y nombred'inscrits nombredevotants nombredebulletinexprimés nomsansblancavecunders
14.623 1072 4022 24613 1756 1053 981 SAINT-MARTIN-DE-FONTENAY
14.625 840 4453 24592 700 515 500 SAINT-MARTIN-DE-LA-LIEUE
14.626 717 4511 24566 666 482 461 SAINT-MARTIN-DE-MAILLOC
14.627 1012 4117 24334 307 237 221 SAINT-MARTIN-DE-MIEUX
14.628 1810 3906 24448 424 324 314 SAINT-MARTIN-DE-SALLEN
14.629 2203 3671 24506 910 614 594 SAINT-MARTIN-DES-BESACES
14.63 599 3809 24786 474 362 355 SAINT-MARTIN-DES-ENTREES
14.632 760 3594 24417 192 157 151 SAINT-MARTIN-DON
14.633 478 4382 24504 81 70 70 SAINT-MARTIN-DU-MESNIL-OURY
14.634 474 4389 24490 138 126 123 SAINT-MICHEL-DE-LIVET
14.635 807 3955 24400 106 94 93 SAINT-OMER
14.636 848 3670 24519 233 174 172 SAINT-OUEN-DES-BESACES
14.637 589 4206 24649 150 125 123 SAINT-OUEN-DU-MESNIL-OGER
14.638 521 4424 24443 75 62 62 SAINT-OUEN-LE-HOUX
14.639 559 4372 24635 218 159 154 SAINT-OUEN-LE-PIN
14.64 328 4160 24664 209 171 167 SAINT-PAIR
14.643 1513 3740 24700 517 364 357 SAINT-PAUL-DU-VERNAY
14.644 1203 4503 24698 521 362 331 SAINT-PHILBERT-DES-CHAMPS
14.645 617 4330 24799 138 100 99 SAINT-PIERRE-AZIF
14.646 701 4126 24400 313 263 262 SAINT-PIERRE-CANIVET
14.647 468 4524 24541 359 244 233 SAINT-PIERRE-DE-MAILLOC
14.648 1116 4408 24594 324 232 219 SAINT-PIERRE-DES-IFS
14.649 739 4126 24330 295 228 218 SAINT-PIERRE-DU-BU
14.65 343 3733 24530 140 111 110 SAINT-PIERRE-DU-FRESNE
14.651 817 4206 24664 153 125 121 SAINT-PIERRE-DU-JONQUET
14.652 496 3594 24928 70 63 59 SAINT-PIERRE-DU-MONT
14.653 1243 3864 24396 293 237 232 SAINT-PIERRE-LA-VIEILLE
14.654 968 4266 24494 2454 1621 1514 SAINT-PIERRE-SUR-DIVES
14.655 1223 3707 24452 252 180 175 SAINT-PIERRE-TARENTAINE
14.656 752 3919 24417 814 586 557 SAINT-REMY
14.657 366 4179 24681 257 190 177 SAINT-SAMSON
14.658 2792 3515 24322 1013 744 710 SAINT-SEVER-CALVADOS
14.659 1348 4133 24539 806 568 551 SAINT-SYLVAIN
14.66 298 4295 24796 81 59 56 SAINT-VAAST-EN-AUGE
14.661 425 3832 24646 119 102 98 SAINT-VAAST-SUR-SEULLES
14.662 947 3816 24386 174 138 135 SAINT-VIGOR-DES-MEZERETS
14.664 1121 3688 24620 197 155 154 SALLEN
14.665 125 4131 24771 213 178 169 SALLENELLES
14.666 514 4133 24678 1258 876 775 SANNERVILLE
14.667 524 3674 24795 177 135 131 SAON
14.668 534 3659 24798 144 123 113 SAONNET
14.67 716 3920 24745 288 229 218 SECQUEVILLE-EN-BESSIN
14.671 963 3530 24346 283 251 243 SEPT-FRERES
14.672 1252 3693 24577 296 212 198 SEPT-VENTS
14.674 577 4137 24509 77 58 57 SOIGNOLLES
14.675 508 4078 24629 1458 984 948 SOLIERS
14.676 430 3828 24814 774 539 512 SOMMERVIEU
14.677 718 4126 24413 216 187 183 SOULANGY
14.678 687 4119 24453 411 316 311 SOUMONT-SAINT-QUENTIN
14.679 244 3751 24759 476 339 319 SUBLES
14.68 400 3763 24824 120 95 92 SULLY
14.681 708 3672 24858 114 107 105 SURRAIN
14.682 480 4454 24802 402 249 245 SURVILLE
14.684 554 3876 24656 171 138 135 TESSEL
14.685 830 3966 24770 1072 857 827 THAON
14.686 886 3761 24358 191 152 144 LE_THEIL-BOCAGE
14.687 278 4481 24854 127 100 99 LE_THEIL-EN-AUGE
14.688 394 4271 24513 226 169 165 THIEVILLE
14.689 490 3942 24465 1325 924 837 THURY-HARCOURT
14.69 262 3912 24811 108 94 94 TIERCEVILLE
14.691 355 4070 24603 86 81 78 TILLY-LA-CAMPAGNE
14.692 898 3838 24682 1101 831 831 TILLY-SUR-SEULLES
14.693 676 4532 24520 222 159 150 TORDOUET
14.694 526 4419 24710 320 248 234 LE_TORQUESNE
14.695 1696 3761 24643 306 242 240 TORTEVAL-QUESNAY
14.696 607 4374 24432 114 91 91 TORTISAMBERT
14.697 5484 4316 24444 1101 809 772 L'OUDON
14.698 575 4132 24688 235 182 171 TOUFFREVILLE
14.699 813 4375 24851 2908 1868 1797 TOUQUES
14.7 1031 3733 24821 434 304 286 TOUR-EN-BESSIN
14.701 1201 4347 24831 883 540 501 TOURGEVILLE
14.702 693 3863 24588 274 182 180 TOURNAY-SUR-ODON
14.703 1140 4039 24445 259 206 200 TOURNEBU
14.704 2302 3685 24452 436 325 313 LE_TOURNEUR
14.705 341 3620 24756 140 112 108 TOURNIERES
14.706 316 4447 24826 214 160 157 TOURVILLE-EN-AUGE
14.707 170 3928 24641 817 547 514 TOURVILLE-SUR-ODON
14.708 524 3787 24570 271 225 214 TRACY-BOCAGE
14.709 372 3833 24861 284 233 228 TRACY-SUR-MER
14.71 540 4032 24366 90 75 75 TREPREL
14.711 1170 3642 24838 738 538 509 TREVIERES
14.712 1153 4161 24678 2524 1821 1736 TROARN
14.713 704 3940 24536 261 202 196 TROIS-MONTS
14.714 1307 3697 24747 547 391 378 LE_TRONQUAY
14.715 679 4361 24879 4153 2438 2316 TROUVILLE-SUR-MER
14.716 707 3769 24709 179 135 131 TRUNGY
14.717 1469 3681 24249 453 361 354 TRUTTEMER-LE-GRAND
14.718 528 3683 24240 92 75 75 TRUTTEMER-LE-PETIT
14.719 602 4073 24507 358 272 260 URVILLE
14.72 868 4080 24420 578 449 431 USSY
14.721 790 3908 24568 394 320 307 VACOGNES-NEUILLY
14.722 1018 3666 24597 230 184 179 LA_VACQUERIE
14.723 562 4368 24732 234 183 177 VALSEME
14.724 1649 4183 24757 787 672 663 VARAVILLE
14.726 3101 3789 24325 1320 991 945 VASSY
14.727 754 3686 24723 321 247 240 VAUBADON
14.728 356 3763 24808 277 221 218 VAUCELLES
14.729 1251 4284 24409 150 117 117 VAUDELOGES
14.73 1189 3657 24317 1190 958 938 VAUDRY
14.731 513 4338 24818 205 142 137 VAUVILLE
14.732 760 3789 24826 259 187 173 VAUX-SUR-AURE
14.733 656 3840 24777 248 198 194 VAUX-SUR-SEULLES
14.734 347 3859 24651 241 188 184 VENDES
14.735 2631 4234 24464 620 397 374 VENDEUVRE
14.737 770 4156 24383 325 249 236 VERSAINVILLE
14.738 1036 3965 24655 2692 1640 1355 VERSON
14.739 901 3915 24853 1170 855 817 VER-SUR-MER
14.74 865 4592 24485 738 508 483 LA_VESPIERE
14.741 353 3942 24391 68 60 58 LE_VEY
14.742 266 4232 24416 50 42 38 VICQUES
14.743 1066 4283 24654 114 96 95 VICTOT-PONTFOL
14.744 410 3855 24798 204 167 164 VIENNE-EN-BESSIN
14.745 641 3644 24912 249 200 196 VIERVILLE-SUR-MER
14.746 1287 3698 24314 544 388 373 VIESSOIX
14.747 550 3976 24602 458 353 348 VIEUX
14.748 130 4481 24813 72 56 54 VIEUX-BOURG
14.749 669 4206 24538 316 242 226 VIEUX-FUME
14.75 1249 4329 24512 227 186 184 VIEUX-PONT-EN-AUGE
14.751 880 4209 24312 218 181 172 VIGNATS
14.752 576 3812 24576 2059 1454 1190 VILLERS-BOCAGE
14.753 1224 4100 24411 488 403 379 VILLERS-CANIVET
14.754 899 4296 24829 2231 1476 1417 VILLERS-SUR-MER
14.755 330 4396 24915 603 452 422 VILLERVILLE
14.756 974 3888 24387 140 112 110 LA_VILLETTE
14.757 271 3888 24809 212 171 169 VILLIERS-LE-SEC
14.758 376 3999 24749 580 378 369 VILLONS-LES-BUISSONS
14.759 495 4186 24361 210 162 154 VILLY-LEZ-FALAISE
14.76 1139 3823 24594 538 447 434 VILLY-BOCAGE
14.761 896 4149 24612 421 331 328 VIMONT
14.762 2250 3631 24315 8768 6125 5784 VIRE
14.763 633 3546 24827 145 107 106 VOUILLY
14.764 1950 3986 24341 829 604 547 PONT-D'OUILLY
15.001 4989 6470 20256 892 754 734 ALLANCHE
15.002 2285 6591 19960 180 168 167 ALLEUZE
15.003 2311 5983 20193 647 580 564 ALLY
15.004 2105 6571 20069 366 319 310 ANDELAT
15.005 1228 6645 19982 269 258 254 ANGLARDS-DE-SAINT-FLOUR
15.006 4836 6081 20227 710 626 612 ANGLARDS-DE-SALERS
15.007 1616 6560 19819 109 95 95 ANTERRIEUX
15.008 1602 6164 20380 252 226 213 ANTIGNAC
15.009 1243 6281 20277 242 196 195 APCHON
15.01 1615 5993 20339 172 144 134 ARCHES
15.011 2015 5918 20064 169 155 148 ARNAC
15.012 4767 6095 19893 4801 3670 3481 ARPAJON-SUR-CERE
15.013 1973 6620 20297 223 181 177 AURIAC-L'EGLISE
15.014 2876 6082 19916 19149 12623 12213 AURILLAC
15.015 1927 6096 20293 202 177 177 AUZERS
15.016 2550 5992 19982 452 395 378 AYRENS
15.017 1248 6228 19910 124 115 115 BADAILHAC
15.018 1280 5939 20159 132 115 110 BARRIAC-LES-BOSQUETS
15.019 1195 6054 20356 216 188 183 BASSIGNAC
15.02 764 6137 20507 97 82 79 BEAULIEU
15.021 3773 5934 19758 578 499 478 BOISSET
15.022 2260 6646 20234 173 164 159 BONNAC
15.024 1223 5962 20226 83 73 73 BRAGEAC
15.025 3442 6390 20087 256 229 221 ALBEPIERRE-BREDONS
15.026 4320 6372 19965 212 194 189 BREZONS
15.027 1373 6017 19686 380 299 290 CALVINET
15.028 2088 6182 19876 284 269 264 CARLAT
15.029 3584 6037 19655 491 410 394 CASSANIOUZE
15.03 922 5918 19812 197 175 172 CAYROLS
15.031 1835 6486 20129 209 180 179 CELLES
15.032 962 6730 20165 83 76 75 CELOUX
15.033 3182 6410 19983 259 236 224 CEZENS
15.034 1837 6703 19955 183 155 147 CHALIERS
15.035 2755 6468 20173 430 375 366 CHALINARGUES
15.036 3589 5929 20267 485 423 418 CHALVIGNAC
15.037 2801 6049 20396 984 835 787 CHAMPAGNAC
15.038 6032 6176 20440 972 799 766 CHAMPS-SUR-TARENTAINE-MARCHAL
15.04 1972 6374 20422 153 111 104 CHANTERELLE
15.041 920 6441 20121 208 179 169 LA_CHAPELLE-D'ALAGNON
15.042 2609 6713 20201 316 266 255 LA_CHAPELLE-LAURENT
15.043 1517 6591 20243 120 100 100 CHARMENSAC
15.044 1379 6410 20139 127 111 111 CHASTEL-SUR-MURAT
15.045 5316 6528 19840 744 649 631 CHAUDES-AIGUES
15.046 1613 5954 20197 225 202 191 CHAUSSENAC
15.047 1658 6429 20171 106 97 96 CHAVAGNAC
15.048 628 6787 20120 36 34 34 CHAZELLES
15.049 3281 6298 20233 300 249 241 CHEYLADE
15.05 2807 6290 20178 246 209 203 LE_CLAUX
15.051 4466 6742 19988 247 221 215 CLAVIERES
15.052 4332 6252 20262 204 172 165 COLLANDRES
15.053 1902 6513 20105 361 320 315 COLTINES
15.054 4024 6329 20379 891 762 750 CONDAT
15.056 1246 6010 19953 533 447 418 CRANDELLES
15.057 2928 5851 20059 213 184 177 CROS-DE-MONTVERT
15.058 1623 6217 19857 140 132 132 CROS-DE-RONESQUE
15.059 1368 6470 19983 126 119 113 CUSSAC
15.06 1120 6544 19787 51 46 46 DEUX-VERGES
15.061 4633 6354 20177 301 277 269 DIENNE
15.063 1824 6039 20184 371 335 328 DRUGEAC
15.064 279 5995 20192 74 67 64 ESCORAILLES
15.065 1672 6478 19859 75 68 66 ESPINASSE
15.066 3059 6225 20172 202 155 152 LE_FALGOUX
15.067 1946 6195 20113 53 44 43 LE_FAU
15.068 3219 6639 19937 334 275 262 FAVEROLLES
15.069 1917 6567 20205 306 261 251 FERRIERES-SAINT-MARY
15.07 1804 6132 20126 254 226 218 FONTANGES
15.071 718 5952 19639 72 62 61 FOURNOULES
15.072 1769 6039 20023 184 149 147 FREIX-ANGLARDS
15.073 1396 6593 19892 107 96 94 FRIDEFONT
15.074 1423 6140 19924 623 484 471 GIOU-DE-MAMOU
15.075 1262 6114 20042 81 69 68 GIRGOLS
15.076 2427 5877 19890 207 180 177 GLENAT
15.077 846 6430 19931 48 48 48 GOURDIEGES
15.078 3403 6494 19788 158 141 138 JABRUN
15.079 1686 6027 20293 365 336 329 JALEYRAC
15.08 2111 6526 20159 175 132 129 JOURSAC
15.081 616 6259 19931 109 97 93 JOU-SOUS-MONJOU
15.082 2771 6092 19680 305 262 245 JUNHAC
15.083 1843 6068 19986 1560 1147 1019 JUSSAC
15.084 1364 6099 19712 214 180 176 LABESSERETTE
15.085 1986 6163 19840 342 294 285 LABROUSSE
15.086 630 6305 19927 76 68 65 LACAPELLE-BARRES
15.087 1529 6079 19755 246 219 213 LACAPELLE-DEL-FRAISSE
15.088 1562 5942 19913 418 369 364 LACAPELLE-VIESCAMP
15.089 2672 6136 19727 425 362 359 LADINHAC
15.09 1654 6098 19765 462 360 339 LAFEUILLADE-EN-VEZIE
15.091 2128 6414 20305 127 109 108 LANDEYRAT
15.092 4099 6155 20487 1237 1000 937 LANOBRE
15.093 847 6164 19698 94 81 80 LAPEYRUGUE
15.094 1715 5886 19964 693 627 609 LAROQUEBROU
15.095 1568 6152 20022 302 277 268 LAROQUEVIEILLE
15.096 1910 6188 20025 275 220 211 LASCELLE
15.097 1047 6688 20129 114 100 99 LASTIC
15.098 1923 6600 20310 114 97 96 LAURIE
15.099 2414 6557 19930 204 165 157 LAVASTRIE
15.1 1079 6435 20092 105 90 88 LAVEISSENET
15.101 3493 6370 20129 519 446 428 LAVEISSIERE
15.102 2425 6321 20154 128 103 100 LAVIGERIE
15.103 1350 6155 19753 224 192 190 LEUCAMP
15.104 2768 5971 19710 314 285 278 LEYNHAC
15.105 1495 6576 20350 37 30 25 LEYVAUX
15.106 3991 6445 19823 192 169 168 LIEUTADES
15.107 2182 6740 19957 220 202 196 LORCIERES
15.108 2824 6690 19931 415 386 375 LOUBARESSE
15.11 1343 6333 20320 183 163 161 LUGARDE
15.111 663 6095 20421 200 173 171 MADIC
15.112 2934 6331 19971 120 108 102 MALBO
15.113 3537 6252 20076 260 239 229 MANDAILLES-SAINT-JULIEN
15.114 5147 6385 20342 504 402 402 MARCENAT
15.116 2292 6305 20315 192 164 158 MARCHASTEL
15.117 5289 6013 19757 544 504 497 MARCOLES
15.118 2424 6115 20003 609 516 508 MARMANHAC
15.119 3478 6676 20283 1468 1210 1159 MASSIAC
15.12 2761 5998 20243 3037 2205 1950 MAURIAC
15.121 1429 6592 19858 78 74 73 MAURINES
15.122 3084 5890 19678 1760 1483 1428 MAURS
15.123 2152 6074 20283 168 156 151 MEALLET
15.124 2986 6194 20330 491 430 422 MENET
15.125 1317 6632 20080 107 101 100 MENTIERES
15.126 2238 6552 20294 113 97 92 MOLEDES
15.127 1712 6620 20258 276 218 211 MOLOMPIZE
15.128 949 6171 20359 155 141 138 LA_MONSELIE
15.129 2042 6309 20413 225 212 210 MONTBOUDIF
15.13 1590 6682 20082 129 112 110 MONTCHAMP
15.132 1763 6418 20384 70 69 68 MONTGRELEIX
15.133 507 5893 19587 115 100 91 MONTMURAT
15.134 2029 6130 19674 686 600 590 MONTSALVY
15.135 1137 5861 19994 104 103 97 MONTVERT
15.136 2999 5994 19655 319 237 222 MOURJOU
15.137 1903 6105 20264 279 242 236 MOUSSAGES
15.138 647 6419 20123 1474 1274 1241 MURAT
15.139 1029 6349 19921 95 84 83 NARNHAC
15.14 1169 6065 19954 1654 1170 1060 NAUCELLES
15.141 1362 6503 20144 868 685 657 NEUSSARGUES-MOISSAC
15.142 5470 6511 19921 980 859 824 NEUVEGLISE
15.143 1240 5926 19981 108 94 93 NIEUDAN
15.144 1262 5952 19864 242 213 205 OMPS
15.145 3377 6472 19911 251 210 206 ORADOUR
15.146 2598 6274 19945 166 146 143 PAILHEROLS
15.147 2412 5870 19809 254 220 220 PARLAN
15.148 4692 6448 20008 420 376 367 PAULHAC
15.149 2369 6380 19878 211 187 184 PAULHENC
15.15 1605 5923 19874 233 212 210 PERS
15.151 2926 6544 20226 184 184 157 PEYRUSSE
15.152 2459 6396 19914 749 639 585 PIERREFORT
15.153 9239 5913 20149 1592 1418 1340 PLEAUX
15.154 2903 6190 19946 953 788 749 POLMINHAC
15.155 2361 6462 20301 155 95 93 PRADIERS
15.156 2734 6100 19800 438 355 345 PRUNET
15.157 1643 5881 19719 273 248 243 QUEZAC
15.158 1259 6740 20120 120 108 104 RAGEADE
15.159 1698 6253 19888 285 247 244 RAULHAC
15.16 889 6067 19970 840 716 694 REILHAC
15.161 1329 6603 20152 119 103 99 REZENTIERES
15.162 4648 6254 20313 2240 1741 1650 RIOM-ES-MONTAGNES
15.163 3629 6043 19840 758 654 638 ROANNES-SAINT-MARY
15.164 2126 6553 20060 496 436 423 ROFFIAC
15.165 2312 5843 20025 185 166 162 ROUFFIAC
15.166 1329 5891 19840 196 181 175 ROUMEGOUX
15.167 861 5899 19770 109 104 103 ROUZIERS
15.168 2966 6699 20005 528 461 438 RUYNES-EN-MARGERIDE
15.169 681 6112 20371 742 644 606 SAIGNES
15.17 3189 6281 20381 231 186 181 SAINT-AMANDIN
15.171 1588 6498 20193 165 156 154 SAINTE-ANASTASIE
15.172 722 6001 19722 114 107 102 SAINT-ANTOINE
15.173 1732 6355 20312 202 177 173 SAINT-BONNET-DE-CONDAT
15.174 3267 6092 20178 319 295 282 SAINT-BONNET-DE-SALERS
15.175 4675 6066 20064 816 695 675 SAINT-CERNIN
15.176 1372 6081 20100 224 201 193 SAINT-CHAMANT
15.178 1624 6194 20031 138 112 112 SAINT-CIRGUES-DE-JORDANNE
15.179 1621 6045 20109 221 187 185 SAINT-CIRGUES-DE-MALBERT
15.18 1743 6256 19971 66 61 61 SAINT-CLEMENT
15.181 2180 5916 19649 530 427 397 SAINT-CONSTANT
15.182 1121 5911 19941 118 94 88 SAINT-ETIENNE-CANTALES
15.183 1062 6188 19894 104 91 87 SAINT-ETIENNE-DE-CARLAT
15.184 1727 5897 19684 616 533 489 SAINT-ETIENNE-DE-MAURS
15.185 2757 6208 20381 249 212 207 SAINT-ETIENNE-DE-CHOMEIL
15.186 1451 6029 20130 209 176 168 SAINTE-EULALIE
15.187 2714 6596 20040 4493 3212 3012 SAINT-FLOUR
15.188 3314 6624 20023 851 731 709 SAINT-GEORGES
15.189 1668 5905 19944 198 179 173 SAINT-GERONS
15.19 1392 6289 20249 128 114 107 SAINT-HIPPOLYTE
15.191 3971 5983 20068 626 518 472 SAINT-ILLIDE
15.192 3148 6295 20058 300 263 251 SAINT-JACQUES-DES-BLATS
15.194 944 5899 19748 122 105 104 SAINT-JULIEN-DE-TOURSAC
15.195 1706 6689 19881 224 200 189 SAINT-JUST
15.196 5149 5977 19842 1169 1015 981 SAINT-MAMET-LA-SALVETAT
15.197 878 6676 19894 88 76 70 SAINT-MARC
15.198 1787 6434 19865 129 106 106 SAINTE-MARIE
15.199 1419 6560 19860 70 67 67 SAINT-MARTIAL
15.2 1959 5973 20102 161 140 138 SAINT-MARTIN-CANTALES
15.201 1929 6368 19915 237 205 199 SAINT-MARTIN-SOUS-VIGOUROUX
15.202 2592 6070 20130 748 662 645 SAINT-MARTIN-VALMEROUX
15.203 2180 6649 20210 160 144 144 SAINT-MARY-LE-PLAIN
15.204 1900 5983 19937 1100 849 785 SAINT-PAUL-DES-LANDES
15.205 3657 6142 20155 137 125 123 SAINT-PAUL-DE-SALERS
15.206 1427 6040 20431 166 155 148 SAINT-PIERRE
15.207 4037 6669 20186 325 305 300 SAINT-PONCY
15.208 3632 6150 20095 140 124 121 SAINT-PROJET-DE-SALERS
15.211 3428 5937 20032 276 223 209 SAINT-SANTIN-CANTALES
15.212 1452 5904 19611 277 239 231 SAINT-SANTIN-DE-MAURS
15.213 3871 6360 20284 260 222 218 SAINT-SATURNIN
15.214 3011 5844 19853 196 177 168 SAINT-SAURY
15.215 2727 6121 19958 972 815 784 SAINT-SIMON
15.216 5430 6529 19664 382 342 332 SAINT-URCIZE
15.217 1353 5962 20010 85 80 80 SAINT-VICTOR
15.218 1887 6153 20225 96 89 86 SAINT-VINCENT-DE-SALERS
15.219 485 6124 20153 321 292 283 SALERS
15.22 875 6044 20211 163 147 142 SALINS
15.221 1435 6009 19870 1007 743 609 SANSAC-DE-MARMIESSE
15.222 1256 6086 19712 177 158 156 SANSAC-VEINAZES
15.223 1448 6083 20350 205 181 173 SAUVAT
15.224 657 5899 19880 110 97 94 LA_SEGALASSIERE
15.225 2669 6378 20251 244 221 217 SEGUR-LES-VILLAS
15.226 1761 6061 19669 208 178 169 SENEZERGUES
15.227 1262 6555 19976 132 118 118 SERIERS
15.228 5088 5835 19949 497 420 410 SIRAN
15.229 1509 6738 20102 99 91 90 SOULAGES
15.23 1172 6002 20307 173 145 137 SOURNIAC
15.231 3762 6559 20129 521 461 446 TALIZAT
15.232 1358 6522 20027 202 173 170 TANAVELLE
15.233 932 6015 19966 174 159 158 TEISSIERES-DE-CORNET
15.234 1951 6164 19802 312 265 263 TEISSIERES-LES-BOULIES
15.235 1913 6534 20000 424 380 355 LES_TERNES
15.236 4170 6259 20016 616 500 480 THIEZAC
15.237 1353 6648 20070 149 138 137 TIVIERS
15.238 968 6115 20060 156 136 135 TOURNEMIRE
15.24 2909 6265 20415 207 196 192 TREMOUILLE
15.241 1757 6479 19722 52 45 45 LA_TRINITAT
15.242 587 5882 19631 95 87 86 LE_TRIOULOU
15.243 4490 6159 20281 565 501 490 TRIZAC
15.244 1034 6472 20091 359 322 318 USSEL
15.245 1883 6686 20042 189 172 167 VABRES
15.246 1490 6209 20297 239 205 192 VALETTE
15.247 305 6569 20183 29 24 23 VALJOUZE
15.248 3851 6471 20060 494 441 432 VALUEJOLS
15.249 1751 6181 20210 100 83 83 LE_VAULMIER
15.251 2756 6745 20081 160 138 134 VEDRINES-SAINT-LOUP
15.252 1126 6171 20001 299 269 255 VELZIC
15.253 2420 6435 20252 85 70 69 VERNOLS
15.254 1367 6029 20367 128 116 115 VEYRIERES
15.255 1502 6145 19881 879 730 711 VEZAC
15.256 2546 6516 20298 90 88 87 VEZE
15.257 1287 6197 19787 140 123 121 VEZELS-ROUSSY
15.258 2937 6228 19978 1605 1331 1245 VIC-SUR-CERE
15.259 2491 6642 20144 237 215 205 VIEILLESPESSE
15.26 965 6064 19605 115 94 93 VIEILLEVIE
15.261 2899 6013 20251 830 662 650 LE_VIGEAN
15.262 1899 6574 20001 475 429 420 VILLEDIEU
15.263 1103 6452 20140 153 128 127 VIRARGUES
15.264 1788 5983 19794 281 233 217 VITRAC
15.265 1736 6079 20385 1520 1297 1232 YDES
15.266 982 6154 19920 430 353 331 YOLET
15.268 823 5917 19838 760 644 625 LE_ROUGET
15.269 377 6010 20106 128 103 100 BESSE
16.001 3335 4738 21238 413 354 339 ABZAC
16.002 1094 4352 21219 319 271 259 LES_ADJOTS
16.003 1874 4443 20881 618 461 425 AGRIS
16.004 1299 4285 20524 228 193 191 AIGNES-ET-PUYPEROUX
16.005 659 4195 21020 739 601 579 AIGRE
16.007 4654 4590 21156 421 336 314 ALLOUE
16.008 1210 4237 20973 261 217 211 AMBERAC
16.01 509 4002 20652 148 119 115 AMBLEVILLE
16.011 987 4345 20882 395 275 255 ANAIS
16.012 1427 3945 20709 393 324 323 ANGEAC-CHAMPAGNE
16.013 1081 4120 20729 320 253 244 ANGEAC-CHARENTE
16.014 359 4134 20556 92 76 76 ANGEDUC
16.015 2185 4303 20745 26036 15161 14836 ANGOULEME
16.016 3079 4691 21117 700 541 505 ANSAC-SUR-VIENNE
16.017 816 4096 20950 143 115 112 ANVILLE
16.018 1140 3881 20751 590 380 361 ARS
16.02 239 4300 20325 217 176 174 AUBETERRE-SUR-DRONNE
16.021 822 4171 20581 124 97 93 AUBEVILLE
16.023 477 4375 21041 247 209 202 AUNAC
16.024 1761 4356 20929 357 254 234 AUSSAC-VADALLE
16.025 3122 3985 20459 1033 712 684 BAIGNES-SAINTE-RADEGONDE
16.026 964 4287 20812 996 722 684 BALZAC
16.027 929 4117 21041 118 112 111 BARBEZIERES
16.028 2655 4051 20556 3100 2185 2095 BARBEZIEUX-SAINT-HILAIRE
16.029 804 4156 20361 203 174 172 BARDENAC
16.03 2237 4013 20575 770 550 522 BARRET
16.031 1065 4366 21133 297 274 272 BARRO
16.032 762 4096 20766 356 274 270 BASSAC
16.033 359 4365 21045 107 82 80 BAYERS
16.034 492 4204 20282 122 103 96 BAZAC
16.035 1029 4485 21046 252 204 198 BEAULIEU-SUR-SONNETTE
16.036 838 4239 20580 201 154 150 BECHERESSE
16.037 913 4261 20361 139 101 99 BELLON
16.038 2110 4541 21171 321 255 239 BENEST
16.039 846 4327 21185 327 252 239 BERNAC
16.04 1655 4113 20465 247 218 215 BERNEUIL
16.041 1055 4157 20505 118 109 109 BESSAC
16.042 767 4246 21087 138 117 117 BESSE
16.043 777 4229 20897 164 131 125 BIGNAC
16.044 1564 4404 21167 157 157 156 BIOUSSAC
16.045 1184 4127 20651 237 201 194 BIRAC
16.046 1084 4198 20555 705 476 455 BLANZAC-PORCHERESSE
16.047 1195 4423 20542 183 158 151 BLANZAGUET-SAINT-CYBARD
16.048 1516 4049 20390 105 91 91 BOISBRETEAU
16.049 1476 4283 20290 333 289 273 BONNES
16.05 1358 4067 20670 190 144 139 BONNEUIL
16.051 1008 4148 20971 140 121 118 BONNEVILLE
16.052 1614 4300 20406 221 178 176 BORS(CANTON_DE_MONTMOREAU-SAINT-CYBARD)
16.053 1228 4016 20396 123 113 109 BORS(CANTON_DE_BAIGNES-SAINTE-RADEGONDE)
16.054 1643 4484 21183 148 126 124 LE_BOUCHAGE
16.055 1564 4426 20704 695 443 398 BOUEX
16.056 1202 4008 20780 629 402 381 BOURG-CHARENTE
16.057 1207 4071 20696 284 186 177 BOUTEVILLE
16.058 713 3948 20826 1051 719 719 BOUTIERS-SAINT-TROJAN
16.059 1221 4222 21143 120 97 93 BRETTES
16.06 1539 3980 20918 390 316 302 BREVILLE
16.061 3405 4369 20841 2749 1809 1524 BRIE
16.062 650 4140 20496 113 84 84 BRIE-SOUS-BARBEZIEUX
16.063 1034 4172 20377 142 118 114 BRIE-SOUS-CHALAIS
16.064 4707 4856 21069 734 606 581 BRIGUEUIL
16.065 4241 4794 21190 463 386 369 BRILLAC
16.066 2184 4133 20396 436 359 333 BROSSAC
16.067 1332 4454 20798 336 249 225 BUNZAC
16.068 4009 4490 21009 403 383 313 CELLEFROUIN
16.069 937 4300 20983 296 229 215 CELLETTES
16.07 1501 4745 20984 1437 1074 940 CHABANAIS
16.071 2240 4761 21049 412 342 333 CHABRAC
16.072 1642 4281 20574 383 310 300 CHADURIE
16.074 1321 4107 20490 232 194 188 CHALLIGNAC
16.075 831 4203 20590 183 150 144 CHAMPAGNE-VIGNY
16.076 2259 4508 21119 764 574 535 CHAMPAGNE-MOUTON
16.077 951 4178 20737 410 297 285 CHAMPMILLON
16.078 4529 4341 20817 4063 2877 2645 CHAMPNIERS
16.079 1805 3968 20391 225 167 161 CHANTILLAC
16.081 769 4214 20959 159 109 101 LA_CHAPELLE
16.082 1715 4317 20574 264 209 204 CHARMANT
16.083 1142 4280 21082 325 251 242 CHARME
16.084 1512 4500 20621 295 244 243 CHARRAS
16.085 3334 4534 20933 2206 1738 1677 CHASSENEUIL-SUR-BONNIEURE
16.086 2348 4779 20959 693 503 484 CHASSENON
16.087 1306 4483 21078 135 103 98 CHASSIECQ
16.088 1321 4023 20822 863 547 520 CHASSORS
16.089 1331 3935 20782 2649 1970 1873 CHATEAUBERNARD
